Global frequency set at 1000000000000 ticks per second
      0: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffed0.
gem5 Simulator System.  https://www.gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 22.1.0.0
gem5 compiled Feb 22 2023 20:08:12
gem5 started Mar 15 2023 10:59:34
gem5 executing on rp09, pid 843937
command line: build/RISCV/gem5.opt --debug-flags=Registers configs/tutorial/two_level.py

64
Beginning simulation!
37525000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfffffffffbad2a84.
37527000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
37527000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
37529000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
37531000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcc0.
37531000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffca0.
37533000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37533000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a326.
37537000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37537000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x7.
37541000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37541000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x18e1e.
37545000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37545000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37551000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
37551000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0xa840000000000000.
37553000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x20.
37553000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x20.
37555000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
37555000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x7a218.
37557000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
37559000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x7f530.
37561000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0xa840000000000000.
37563000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7f530.
37565000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
37567000: system.cpu.[tid:0]: Setting integer register integer[12] (12) to 0x7f535.
37569000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xffffffffffffffff.
37571000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x20.
37571000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xffffffffffffffff.
37573000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
37575000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x81530.
37579000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x81530.
37579000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f535.
37583000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f535.
37583000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7f536.
37585000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
37585000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7f536.
37589000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f535.
37589000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x20.
37593000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
37595000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfffffffffbad2a84.
37599000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
37599000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
37601000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
37603000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
37603000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x200.
37605000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x200.
37607000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xa.
37609000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x20.
37609000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xa.
37611000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x20.
37611000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x20.
37613000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37615000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x18e1e.
37617000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37619000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x5a326.
37621000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37623000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x7.
37625000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37627000: system.cpu.[tid:0]: Setting integer register integer[18] (18) to 0x7a218.
37629000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37629000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffcc0.
37631000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x18e1e.
37635000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x20.
37635000: system.cpu.[tid:0]: Reading integer reg integer[22] (22) as 0xffffffffffffffff.
37637000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x7.
37637000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x6.
37641000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37643000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7f536.
37645000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37647000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7f530.
37649000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7f536.
37649000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7f530.
37651000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x6.
37653000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37655000: system.cpu.[tid:0]: Setting integer register integer[24] (24) to 0x749d8.
37657000: system.cpu.[tid:0]: Reading integer reg integer[24] (24) as 0x749d8.
37657000: system.cpu.[tid:0]: Reading integer reg integer[20] (20) as 0x747e0.
37657000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x1f8.
37659000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1f8.
37659000: system.cpu.[tid:0]: Reading integer reg integer[19] (19) as 0x5e8.
37661000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a326.
37663000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x77.
37665000: system.cpu.[tid:0]: Reading integer reg integer[24] (24) as 0x749d8.
37667000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x182ae.
37669000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37669000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7a218.
37671000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a326.
37671000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x5a327.
37673000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x182ae.
37673000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x18e1e.
37675000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
37677000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfffffffffbad2a84.
37679000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
37679000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
37681000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
37683000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcc0.
37683000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffca0.
37685000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37685000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a327.
37689000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37689000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x6.
37693000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37693000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x18e1e.
37697000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37697000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37703000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
37703000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0xa840000000000000.
37705000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x77.
37705000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x77.
37707000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
37707000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x7a218.
37709000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
37711000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x7f530.
37713000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0xa840000000000000.
37715000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7f530.
37717000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
37719000: system.cpu.[tid:0]: Setting integer register integer[12] (12) to 0x7f536.
37721000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xffffffffffffffff.
37723000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x77.
37723000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xffffffffffffffff.
37725000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
37727000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x81530.
37731000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x81530.
37731000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f536.
37735000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f536.
37735000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7f537.
37737000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
37737000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7f537.
37741000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f536.
37741000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x77.
37745000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
37747000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfffffffffbad2a84.
37751000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
37751000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
37753000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
37755000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
37755000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x200.
37757000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x200.
37759000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xa.
37761000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x77.
37761000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xa.
37763000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x77.
37763000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x77.
37765000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37767000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x18e1e.
37769000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37771000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x5a327.
37773000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37775000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x6.
37777000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37779000: system.cpu.[tid:0]: Setting integer register integer[18] (18) to 0x7a218.
37781000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37781000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffcc0.
37783000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x18e1e.
37787000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x77.
37787000: system.cpu.[tid:0]: Reading integer reg integer[22] (22) as 0xffffffffffffffff.
37789000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x6.
37789000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x5.
37793000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37795000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7f537.
37797000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37799000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7f530.
37801000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7f537.
37801000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7f530.
37803000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x5.
37805000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37807000: system.cpu.[tid:0]: Setting integer register integer[24] (24) to 0x749d8.
37809000: system.cpu.[tid:0]: Reading integer reg integer[24] (24) as 0x749d8.
37809000: system.cpu.[tid:0]: Reading integer reg integer[20] (20) as 0x747e0.
37809000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x1f8.
37811000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1f8.
37811000: system.cpu.[tid:0]: Reading integer reg integer[19] (19) as 0x5e8.
37813000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a327.
37815000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x6f.
37817000: system.cpu.[tid:0]: Reading integer reg integer[24] (24) as 0x749d8.
37819000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x182ae.
37821000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37821000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7a218.
37823000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a327.
37823000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x5a328.
37825000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x182ae.
37825000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x18e1e.
37827000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
37829000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfffffffffbad2a84.
37831000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
37831000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
37833000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
37835000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcc0.
37835000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffca0.
37837000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37837000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a328.
37841000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37841000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x5.
37845000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37845000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x18e1e.
37849000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37849000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37855000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
37855000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0xa840000000000000.
37857000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x6f.
37857000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x6f.
37859000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
37859000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x7a218.
37861000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
37863000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x7f530.
37865000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0xa840000000000000.
37867000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7f530.
37869000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
37871000: system.cpu.[tid:0]: Setting integer register integer[12] (12) to 0x7f537.
37873000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xffffffffffffffff.
37875000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x6f.
37875000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xffffffffffffffff.
37877000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
37879000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x81530.
37883000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x81530.
37883000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f537.
37887000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f537.
37887000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7f538.
37889000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
37889000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7f538.
37893000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f537.
37893000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x6f.
37897000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
37899000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfffffffffbad2a84.
37903000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
37903000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
37905000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
37907000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
37907000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x200.
37909000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x200.
37911000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xa.
37913000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x6f.
37913000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xa.
37915000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x6f.
37915000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x6f.
37917000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37919000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x18e1e.
37921000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37923000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x5a328.
37925000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37927000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x5.
37929000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37931000: system.cpu.[tid:0]: Setting integer register integer[18] (18) to 0x7a218.
37933000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37933000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffcc0.
37935000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x18e1e.
37939000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x6f.
37939000: system.cpu.[tid:0]: Reading integer reg integer[22] (22) as 0xffffffffffffffff.
37941000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x5.
37941000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x4.
37945000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37947000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7f538.
37949000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37951000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7f530.
37953000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7f538.
37953000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7f530.
37955000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x4.
37957000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37959000: system.cpu.[tid:0]: Setting integer register integer[24] (24) to 0x749d8.
37961000: system.cpu.[tid:0]: Reading integer reg integer[24] (24) as 0x749d8.
37961000: system.cpu.[tid:0]: Reading integer reg integer[20] (20) as 0x747e0.
37961000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x1f8.
37963000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1f8.
37963000: system.cpu.[tid:0]: Reading integer reg integer[19] (19) as 0x5e8.
37965000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a328.
37967000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x72.
37969000: system.cpu.[tid:0]: Reading integer reg integer[24] (24) as 0x749d8.
37971000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x182ae.
37973000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
37973000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7a218.
37975000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a328.
37975000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x5a329.
37977000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x182ae.
37977000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x18e1e.
37979000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
37981000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfffffffffbad2a84.
37983000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
37983000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
37985000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
37987000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcc0.
37987000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffca0.
37989000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37989000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x5a329.
37993000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37993000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x4.
37997000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
37997000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x18e1e.
38001000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
38001000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7a218.
38007000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
38007000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0xa840000000000000.
38009000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x72.
38009000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x72.
38011000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
38011000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x7a218.
38013000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
38015000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x7f530.
38017000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0xa840000000000000.
38019000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x7f530.
38021000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7a218.
38023000: system.cpu.[tid:0]: Setting integer register integer[12] (12) to 0x7f538.
38025000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xffffffffffffffff.
38027000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x72.
38027000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xffffffffffffffff.
38029000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
38031000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x81530.
38035000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x81530.
38035000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f538.
38039000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f538.
38039000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7f539.
38041000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
38041000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7f539.
38045000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0x7f538.
38045000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x72.
38049000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x7a218.
38051000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfffffffffbad2a84.
38055000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
38055000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
38057000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
38059000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfffffffffbad2a84.
38059000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x200.
38061000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x200.
38063000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xa.
38065000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x72.
38065000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xa.
38067000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x72.
38067000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x72.
38069000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffca0.
